strategy_id,symbol,timeframe,stage_reached,status,error,counts_as_attempt,tradable,tradability_judged,spread_atr_ratio,spread_stop_share,tradability_reason,gate_passed,gate_signals,gate_best_net_points,gate_best_p_value,gate_verdict,expected_ambiguous_share,ambiguity_flag,run_id,bars,trades,net_pnl,final_equity,sharpe_per_trade,sharpe_annualized,mean_r,win_rate,max_drawdown_pct,p_value,ambiguous_share,band_money,signals,gate_rejected,gate_rejected_share,structural_rejected_share,discretionary_rejected_share,equity_rejected_share,gates_materially_altered,top_gate,top_gate_share,gate_warnings,spread_charged_median,spread_zero_share,spread_trustworthy,spread_measured_share,spread_assumed_bars,relaxed_trades,relaxed_net_pnl,relaxed_sharpe_per_trade,relaxed_verdict,permutation_p_value,permutation_kind,permutation_iterations
rsi-mean-reversion,AUDUSD.r,D1,backtest,too few trades (27 < 30),,True,True,True,0.004762306669942238,0.002381153334971119,"spread is 0.5% of one ATR (3 of 630 points), 0.2% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,35,1334.3294801890247,0.008329217628855412,"PASSES on 4 of 15 combinations. Best: both at 30 bars, net +1068.72 pt (p=0.0020). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0071174377224199285,False,6d2647d2657f297e,1370,27.0,80.88173773259689,180.88173773259686,0.4869734732048125,0.9510026103822863,0.2381437456751065,0.8148148148148148,0.1735142693575586,0.017787804760233783,0.0,0.0,35.0,8.0,0.22857142857142856,0.22857142857142856,0.0,0.0,True,position_open,0.22857142857142856,"['signal while already in a position rejected 8 of 35 signals (23%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,1370.0,,,,"23% of the signals were rejected, 23% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",,,
rsi-mean-reversion,XTIUSD,D1,permutation,ok,,True,True,True,0.01314985639032265,0.006574928195161325,"spread is 1.3% of one ATR (30 of 2281 points), 0.7% of a 2x ATR stop. The spread was measured from 2025-04-02, after this series begins (2020-02-23): for the earlier bars it is an assumption, not a measurement",True,46,17515.787394713912,0.0011114481066887283,"PASSES on 1 of 15 combinations. Best: both at 120 bars, net +5306.65 pt (p=0.0318). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0706896551724138,False,026a31792a3f6aef,1685,38.0,350.13770054556676,450.1377005455667,0.22512538411860725,0.6590762684062823,0.10415008689349518,0.7368421052631579,0.8185982126545969,0.17350959836599045,0.0,0.0,46.0,8.0,0.17391304347826086,0.17391304347826086,0.0,0.0,False,position_open,0.17391304347826086,[],30.0,0.0,True,0.0,1685.0,,,,,0.03482587064676617,random_entries,200.0
rsi-mean-reversion,AUDUSD.r,H4,permutation,ok,,True,True,True,0.012199373219038539,0.006099686609519269,"spread is 1.2% of one ATR (3 of 246 points), 0.6% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,228,260.95367159094906,0.032648056193582575,"PASSES on 11 of 15 combinations. Best: both at 15 bars, net +117.92 pt (p=0.0025). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.030203545633617858,False,fc9511ff12c32e59,8214,172.0,115.43606104153989,215.43606104153986,0.19897280154700508,0.9334858015214602,0.14560570143622228,0.7616279069767442,0.20088101510915976,0.009871220254285218,0.0,0.0,228.0,56.0,0.24561403508771928,0.24561403508771928,0.0,0.0,True,position_open,0.24561403508771928,"['signal while already in a position rejected 56 of 228 signals (25%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,8214.0,,,,"25% of the signals were rejected, 25% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.004975124378109453,random_entries,200.0
ma-crossover,AUDUSD.r,H4,permutation,ok,,True,True,True,0.012199373219038539,0.006099686609519269,"spread is 1.2% of one ATR (3 of 246 points), 0.6% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,53,507.1664880818112,0.002687898476448236,"PASSES on 1 of 15 combinations. Best: both at 30 bars, net +264.30 pt (p=0.0257). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.007518796992481203,False,e7585f1462736e6a,8214,49.0,62.94886638682466,162.9488663868246,0.17972517621899936,0.6188016436731344,0.17816348103644375,0.40816326530612246,0.165085694100043,0.21444986154499368,0.0,0.0,53.0,4.0,0.07547169811320754,0.07547169811320754,0.0,0.0,False,position_open,0.07547169811320754,[],3.0,0.0,True,0.0,8214.0,,,,,0.05970149253731343,random_entries,200.0
rsi-mean-reversion,USDCAD.r,D1,permutation,ok,,True,True,True,0.006510206023604206,0.003255103011802103,"spread is 0.7% of one ATR (5 of 768 points), 0.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,41,2268.662133333331,0.0006177682699877174,"PASSES on 3 of 15 combinations. Best: both at 120 bars, net +2027.17 pt (p=0.0002). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.023183925811437404,False,bf541a5eccaaf95b,1370,30.0,32.76866228180524,132.7686622818052,0.1718114247310439,0.43475957442404434,0.07875885801163411,0.7333333333333333,0.191848445833695,0.3544526798084342,0.0,0.0,41.0,11.0,0.2682926829268293,0.2682926829268293,0.0,0.0,True,position_open,0.2682926829268293,"['signal while already in a position rejected 11 of 41 signals (27%): above 20%, this gate is selecting the trades rather than trimming the tail']",5.0,0.0,True,0.0,1370.0,,,,"27% of the signals were rejected, 27% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.07960199004975124,random_entries,200.0
bollinger-mean-reversion,AUDUSD.r,H4,permutation,ok,,True,True,True,0.012199373219038539,0.006099686609519269,"spread is 1.2% of one ATR (3 of 246 points), 0.6% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,487,167.6633078279367,0.05744118626422512,"PASSES on 4 of 15 combinations. Best: both at 15 bars, net +81.24 pt (p=0.0043). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.02981119576018549,False,13187bb33bec4992,8214,420.0,293.00881857269917,393.00881857269906,0.14525741923387586,1.2561003229792873,0.08777654426092572,0.7285714285714285,0.2220655587105863,0.0030807331754514333,0.002380952380952381,9.338534203090433,487.0,67.0,0.1375770020533881,0.1375770020533881,0.0,0.0,False,position_open,0.1375770020533881,[],3.0,0.0,True,0.0,8214.0,,,,,0.004975124378109453,random_entries,200.0
macd-signal,GBPUSD.r,D1,permutation,ok,,True,True,True,0.0032331466889170043,0.0016165733444585021,"spread is 0.3% of one ATR (3 of 928 points), 0.2% of a 2x ATR stop. The spread was measured from 2025-04-30, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,87,1255.0133122323605,0.0449095677848137,"PASSES on 3 of 15 combinations. Best: short at 5 bars, net +613.43 pt (p=0.0057). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.016393442622950817,False,629089bc31e770d5,1370,43.0,131.43364612409079,231.43364612409067,0.09827516416869123,0.5636550399513174,0.18972824157895177,0.4186046511627907,0.6927245273487324,0.5227987386204469,0.0,0.0,87.0,44.0,0.5057471264367817,0.5057471264367817,0.0,0.0,True,position_open,0.5057471264367817,"['signal while already in a position rejected 44 of 87 signals (51%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,1370.0,,,,"51% of the signals were rejected, 51% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.12437810945273632,random_entries,200.0
ema-trend-filter,USDJPY.r,H4,permutation,ok,,True,True,True,0.006604612117296079,0.0033023060586480396,"spread is 0.7% of one ATR (3 of 454 points), 0.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,299,723.0112378186449,0.020827780287583475,"PASSES on 1 of 15 combinations. Best: long at 120 bars, net +723.01 pt (p=0.0208). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.03821656050955414,False,1b87c675084fc60e,8214,98.0,84.04203476447975,184.0420347644798,0.0981954385356249,0.535775518124544,0.04307265694293733,0.35714285714285715,0.4229421860989747,0.33342597606466695,0.0,0.0,299.0,201.0,0.6722408026755853,0.6722408026755853,0.0,0.0,True,position_open,0.6722408026755853,"['signal while already in a position rejected 201 of 299 signals (67%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,8214.0,,,,"67% of the signals were rejected, 67% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.024875621890547265,random_entries,200.0
macd-signal,AUDUSD.r,D1,permutation,ok,,True,True,True,0.004762306669942238,0.002381153334971119,"spread is 0.5% of one ATR (3 of 630 points), 0.2% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,104,480.70640000000014,0.13752184470273754,"PASSES on 1 of 15 combinations. Best: long at 30 bars, net +472.66 pt (p=0.0375). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0,False,58cf5ddd14747b4f,1370,40.0,55.66152201734895,155.661522017349,0.08060081763142535,0.42624026769343787,0.13791666229053662,0.4,0.6853088750903233,0.6130893562229827,0.0,0.0,104.0,64.0,0.6153846153846154,0.6153846153846154,0.0,0.0,True,position_open,0.6153846153846154,"['signal while already in a position rejected 64 of 104 signals (62%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,1370.0,,,,"62% of the signals were rejected, 62% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.11442786069651742,random_entries,200.0
roc-momentum,XAUEUR.r,H4,permutation,ok,,True,True,True,0.010087175386279757,0.005043587693139878,"spread is 1.0% of one ATR (10 of 991 points), 0.5% of a 2x ATR stop. The spread was measured from 2025-04-04, after this series begins (2021-06-21): for the earlier bars it is an assumption, not a measurement",True,971,476.30308738664985,0.04042268956492534,"PASSES on 1 of 15 combinations. Best: long at 30 bars, net +476.30 pt (p=0.0404). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.07093821510297482,False,3097a191459dfd85,8053,239.0,3444.4725191003754,3544.4725191003736,0.06241464451309942,1.3090257142989967,0.11615429991850813,0.38493723849372385,0.9819068326928391,0.3355708040695675,0.0,0.0,971.0,732.0,0.7538619979402678,0.7538619979402678,0.0,0.0,True,position_open,0.7538619979402678,"['signal while already in a position rejected 732 of 971 signals (75%): above 20%, this gate is selecting the trades rather than trimming the tail']",10.0,0.0,True,0.0,8053.0,,,,"75% of the signals were rejected, 75% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.009950248756218905,random_entries,200.0
rsi-mean-reversion,AUDUSD.r,H1,permutation,ok,,True,True,True,0.025799096276849957,0.012899548138424978,"spread is 2.6% of one ATR (3 of 116 points), 1.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,1013,82.09346808074653,0.003452201391072829,"PASSES on 9 of 15 combinations. Best: both at 60 bars, net +66.39 pt (p=0.0011). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.04220167010864686,False,f10be4a6c68b3b1f,32849,809.0,54.87454214409102,154.8745421440909,0.040889613435663504,0.4685347049171144,0.03045030814754917,0.6860321384425216,0.37711664779602555,0.2451646554638376,0.0,0.0,1013.0,204.0,0.20138203356367226,0.20138203356367226,0.0,0.0,True,position_open,0.20138203356367226,"['signal while already in a position rejected 204 of 1013 signals (20%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.12694450363785809,28679.0,,,,"20% of the signals were rejected, 20% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.029850746268656716,random_entries,200.0
bollinger-breakout,USDJPY.r,H4,permutation,ok,,True,True,True,0.006604612117296079,0.0033023060586480396,"spread is 0.7% of one ATR (3 of 454 points), 0.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,455,267.85550881790004,0.13712966372836388,"PASSES on 2 of 15 combinations. Best: short at 5 bars, net +168.31 pt (p=0.0091). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.039316239316239315,False,43953331395b6664,8214,260.0,84.12192857100207,184.1219285710019,0.027931412286743874,0.4872758583376369,0.08601497694782471,0.36538461538461536,0.6030484973137652,0.6528128768471073,0.0038461538461538464,14.646888775940312,455.0,195.0,0.42857142857142855,0.42857142857142855,0.0,0.0,True,position_open,0.42857142857142855,"['signal while already in a position rejected 195 of 455 signals (43%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,8214.0,,,,"43% of the signals were rejected, 43% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.208955223880597,random_entries,200.0
macd-signal,USDJPY.r,H4,permutation,ok,,True,True,True,0.006604612117296079,0.0033023060586480396,"spread is 0.7% of one ATR (3 of 454 points), 0.3% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,589,232.94620195461897,0.1564416906750481,"PASSES on 2 of 15 combinations. Best: both at 5 bars, net +104.43 pt (p=0.0013). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.03827751196172249,False,4aad7448df46ccfc,8214,249.0,60.094509416603245,160.09450941660324,0.025080563346598927,0.4378606662767766,0.10965504073826732,0.37751004016064255,0.9204113937710817,0.6926189337471143,0.004016064257028112,21.869512065899613,589.0,340.0,0.5772495755517827,0.5772495755517827,0.0,0.0,True,position_open,0.5772495755517827,"['signal while already in a position rejected 340 of 589 signals (58%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,8214.0,,,,"58% of the signals were rejected, 58% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.1791044776119403,random_entries,200.0
rsi-mean-reversion,GBPUSD.r,D1,backtest,too few trades (28 < 30),,True,True,True,0.0032331466889170043,0.0016165733444585021,"spread is 0.3% of one ATR (3 of 928 points), 0.2% of a 2x ATR stop. The spread was measured from 2025-04-30, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,37,2291.9250703093635,0.041324507201425,"PASSES on 1 of 15 combinations. Best: both at 15 bars, net +496.71 pt (p=0.0494). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.015384615384615384,False,133016348e4a0b1f,1370,28.0,7.747269207359588,107.7472692073596,0.023484432059936788,0.2005434630225617,0.009503201672890765,0.6785714285714286,0.5292106212949997,0.902023689500282,0.0,0.0,37.0,9.0,0.24324324324324326,0.24324324324324326,0.0,0.0,True,position_open,0.24324324324324326,"['signal while already in a position rejected 9 of 37 signals (24%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.0,1370.0,,,,"24% of the signals were rejected, 24% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",,,
ma-crossover,XTIUSD,H1,permutation,ok,,True,True,True,0.07499984076297975,0.037499920381489873,"spread is 7.5% of one ATR (30 of 400 points), 3.7% of a 2x ATR stop. The spread was measured from 2025-04-02, after this series begins (2020-02-23): for the earlier bars it is an assumption, not a measurement",True,233,437.52506054006113,0.045106367592965046,"PASSES on 1 of 15 combinations. Best: short at 60 bars, net +437.53 pt (p=0.0451). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.048548677112766496,False,3d02576ec57d2217,38564,228.0,95.82309254512138,195.82309254512137,0.023383796183964654,0.5125157448520351,0.10957092479581697,0.3684210526315789,0.8786153920252372,0.7243504452490921,0.0,0.0,233.0,5.0,0.02145922746781116,0.02145922746781116,0.0,0.0,False,position_open,0.02145922746781116,[],30.0,0.0,True,0.1145368737682813,34147.0,,,,,0.06965174129353234,random_entries,200.0
bollinger-mean-reversion,EURUSD.r,H1,permutation,ok,,True,True,True,0.007679899323800575,0.0038399496619002877,"spread is 0.8% of one ATR (1 of 130 points), 0.4% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2020-01-02): for the earlier bars it is an assumption, not a measurement",True,2710,25.79671912804281,0.1926799406479972,"PASSES on 1 of 15 combinations. Best: long at 15 bars, net +16.53 pt (p=0.0484). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.06629045417459886,False,a711fca2d9ec6c5d,41530,2376.0,97.40091489789775,197.40091489789765,0.017087423956025236,0.5089021200309835,0.012323534474569237,0.6742424242424242,0.3283454621287253,0.4049773598254962,0.010942760942760943,104.30783241724386,2710.0,334.0,0.12324723247232472,0.12324723247232472,0.0,0.0,False,position_open,0.12324723247232472,[],1.0,0.0,True,0.10033710570671804,37363.0,,,,,0.06467661691542288,random_entries,200.0
rsi-mean-reversion,GBPUSD.r,H1,permutation,ok,,True,True,True,0.018020655893110193,0.009010327946555097,"spread is 1.8% of one ATR (3 of 166 points), 0.9% of a 2x ATR stop. The spread was measured from 2025-04-30, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,998,50.030616257222235,0.13324347227545696,"PASSES on 1 of 15 combinations. Best: short at 15 bars, net +38.67 pt (p=0.0436). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.05116024118399415,False,747091eff2f27c24,32848,818.0,30.886919498399617,130.8869194983994,0.015062110037600619,0.327168940100828,0.012214891172827421,0.6735941320293398,0.3969217085256553,0.6667369655669426,0.011002444987775062,32.70593742337999,998.0,180.0,0.18036072144288579,0.18036072144288579,0.0,0.0,False,position_open,0.18036072144288579,[],3.0,0.0,True,0.12713102776424745,28672.0,,,,,0.18407960199004975,random_entries,200.0
atr-volatility-breakout,USDJPY.r,H1,permutation,ok,,True,True,True,0.014470336124596027,0.007235168062298013,"spread is 1.4% of one ATR (3 of 207 points), 0.7% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,1661,34.10297192573519,0.17364864007626557,"PASSES on 1 of 15 combinations. Best: long at 5 bars, net +25.94 pt (p=0.0432). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.04177433247200689,False,62e2a0406fee92a6,32849,935.0,51.286772556767005,151.2867725567671,0.01252700853794918,0.39838294063249335,0.06756376639848224,0.3582887700534759,0.5538222484657016,0.7017713480492522,0.0032085561497326204,16.76553783647904,1661.0,726.0,0.4370860927152318,0.4370860927152318,0.0,0.0,True,position_open,0.4370860927152318,"['signal while already in a position rejected 726 of 1661 signals (44%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.12685317665682364,28682.0,,,,"44% of the signals were rejected, 44% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.18407960199004975,random_entries,200.0
bollinger-breakout,USDJPY.r,H1,permutation,ok,,True,True,True,0.014470336124596027,0.007235168062298013,"spread is 1.4% of one ATR (3 of 207 points), 0.7% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,1992,63.5220324499266,0.03451877852371599,"PASSES on 3 of 15 combinations. Best: both at 15 bars, net +36.60 pt (p=0.0109). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.042068699343882666,False,21a941c11a687d20,32849,1051.0,86.47782238548965,186.4778223854896,0.010794065911760695,0.492114768686394,0.11083336215949449,0.37297811607992387,0.5947186174149518,0.7264582366033601,0.0028544243577545195,45.79005112294328,1992.0,941.0,0.4723895582329317,0.4723895582329317,0.0,0.0,True,position_open,0.4723895582329317,"['signal while already in a position rejected 941 of 1992 signals (47%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.12685317665682364,28682.0,,,,"47% of the signals were rejected, 47% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.07462686567164178,random_entries,200.0
atr-volatility-breakout,USDCAD.r,H4,permutation,ok,,True,True,True,0.017307692096939768,0.008653846048469884,"spread is 1.7% of one ATR (5 of 289 points), 0.9% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,398,70.7267876720666,0.0249497859136647,"PASSES on 1 of 15 combinations. Best: short at 5 bars, net +70.73 pt (p=0.0249). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.014112903225806451,False,6f0c83090b28db7d,8214,218.0,11.395161754301625,111.39516175430161,0.008877845783097374,0.22039145940301189,0.05850043196811362,0.3669724770642202,0.6362531793798112,0.8958336050921762,0.0,0.0,398.0,180.0,0.45226130653266333,0.45226130653266333,0.0,0.0,True,position_open,0.45226130653266333,"['signal while already in a position rejected 180 of 398 signals (45%): above 20%, this gate is selecting the trades rather than trimming the tail']",5.0,0.0,True,0.0,8214.0,,,,"45% of the signals were rejected, 45% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",0.3383084577114428,random_entries,200.0
bollinger-mean-reversion,USDCAD.r,H4,permutation,ok,,True,True,True,0.017307692096939768,0.008653846048469884,"spread is 1.7% of one ATR (5 of 289 points), 0.9% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,497,95.35792378343356,0.04076753490666141,"PASSES on 3 of 15 combinations. Best: both at 15 bars, net +74.38 pt (p=0.0239). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.04238143289606458,False,9944cd486a9e304e,8214,416.0,8.682842917352252,108.68284291735218,0.007390938633183115,0.1852029509813971,-0.007524520091192462,0.6658653846153846,0.348584774161287,0.8802492013556482,0.009615384615384616,23.651105802212406,497.0,81.0,0.16297786720321933,0.16297786720321933,0.0,0.0,False,position_open,0.16297786720321933,[],5.0,0.0,True,0.0,8214.0,,,,,0.32338308457711445,random_entries,200.0
bollinger-mean-reversion,AUDUSD.r,D1,backtest,negative net PnL: nothing to attack with a null,,True,True,True,0.004762306669942238,0.002381153334971119,"spread is 0.5% of one ATR (3 of 630 points), 0.2% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,74,918.3943293347864,0.02816290188648507,"PASSES on 6 of 15 combinations. Best: both at 30 bars, net +730.64 pt (p=0.0003). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.005703422053231939,False,0abb2e4b822f1baf,1370,61.0,-3.043465577650786,96.95653442234928,-0.005920302139873873,0.39555752071089767,-0.000813036165637129,0.6721311475409836,0.9014603819657437,0.9632732869520964,0.0,0.0,74.0,13.0,0.17567567567567569,0.17567567567567569,0.0,0.0,False,position_open,0.17567567567567569,[],3.0,0.0,True,0.0,1370.0,,,,,,,
rsi-mean-reversion,EURUSD.r,H4,backtest,negative net PnL: nothing to attack with a null,,True,True,True,0.0036368097491996437,0.0018184048745998218,"spread is 0.4% of one ATR (1 of 275 points), 0.2% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2020-01-02): for the earlier bars it is an assumption, not a measurement",True,330,187.49649208261775,0.11008607126786851,"PASSES on 1 of 15 combinations. Best: long at 30 bars, net +178.66 pt (p=0.0183). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.0472125900240064,False,e9ca11903a5c1074,10385,253.0,-7.1341873246459215,92.86581267535396,-0.0070626355727888696,0.06020841299467093,-0.016077767355124818,0.6600790513833992,0.45193849645115436,0.9106447691369053,0.011857707509881422,22.617704176210516,330.0,77.0,0.23333333333333334,0.23333333333333334,0.0,0.0,True,position_open,0.23333333333333334,"['signal while already in a position rejected 77 of 330 signals (23%): above 20%, this gate is selecting the trades rather than trimming the tail']",1.0,0.0,True,0.0,10385.0,,,,"23% of the signals were rejected, 23% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",,,
ema-trend-filter,USDJPY.r,H1,backtest,negative net PnL: nothing to attack with a null,,True,True,True,0.014470336124596027,0.007235168062298013,"spread is 1.4% of one ATR (3 of 207 points), 0.7% of a 2x ATR stop. The spread was measured from 2025-05-01, after this series begins (2021-05-25): for the earlier bars it is an assumption, not a measurement",True,1172,241.87351377917506,0.001417779139631925,"PASSES on 2 of 15 combinations. Best: short at 120 bars, net +241.87 pt (p=0.0014). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.042232831435916274,False,ac6579a8b9774b14,32849,381.0,-16.10457158291895,83.89542841708109,-0.010495937698197486,0.21286817386669257,0.022088750353095758,0.3438320209973753,0.7996587254226184,0.8377814092664482,0.0,0.0,1172.0,791.0,0.6749146757679181,0.6749146757679181,0.0,0.0,True,position_open,0.6749146757679181,"['signal while already in a position rejected 791 of 1172 signals (67%): above 20%, this gate is selecting the trades rather than trimming the tail']",3.0,0.0,True,0.12685317665682364,28682.0,,,,"67% of the signals were rejected, 67% of them because a position was already open. That is structural to a one-position engine and cannot be relaxed; the discretionary gates rejected 0%, so there is nothing to open",,,
bollinger-breakout,XAGUSD.r,H1,backtest,negative net PnL: nothing to attack with a null,,True,True,True,0.09745965302803648,0.04872982651401824,"spread is 9.7% of one ATR (13 of 133 points), 4.9% of a 2x ATR stop. The spread was measured from 2025-04-03, after this series begins (2020-02-27): for the earlier bars it is an assumption, not a measurement",True,2390,45.39369643135424,0.027992412449090343,"PASSES on 1 of 15 combinations. Best: long at 15 bars, net +45.39 pt (p=0.0280). Caution: with 15 parallel tests some positives at the 5% level are expected by chance; confirm out-of-sample.",0.16881150643451928,False,f4f4b2441f3df795,38517,241.0,-109.86412298919844,-9.864122989198293,-0.014746741237866071,0.021773747554653406,0.011878555105183323,0.34439834024896265,1.0176644609122216,0.8191175138863118,0.0,0.0,2390.0,2149.0,0.899163179916318,0.10753138075313808,0.0,0.7916317991631799,True,insufficient_equity,0.7916317991631799,"['equity too small for the minimum lot rejected 1892 of 2390 signals (79%): above 20%, this gate is selecting the trades rather than trimming the tail']",13.0,0.0,True,0.11405353480281434,34124.0,,,,"90% of the signals never became trades, and 79% of them because the account no longer held enough equity for the broker's minimum lot. That is not a risk block choosing trades, it is a strategy that lost the money it needed to keep trading: the equity curve after that point is a flat line, not a result",,,
